Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-23 14:35:00,14:35:00,CNR3752923714,Success,CID628651,Mini,Hebbal,Koramangala,182,125,,,No,,264,Cash,13,5,4.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 03:50:00,03:50:00,CNR9762263738,Success,CID663162,Prime SUV,Banashankari,Vijayanagar,259,70,,,No,,113,Cash,46,4.6,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-08 19:26:00,19:26:00,CNR7845990143,Success,CID414131,Mini,KR Puram,BTM Layout,168,45,,,No,,306,Cash,8,3.3,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 15:13:00,15:13:00,CNR9294692564,Success,CID232760,Bike,Yelahanka,Yelahanka,245,80,,,No,,329,Cash,15,3.7,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-06 20:55:00,20:55:00,CNR7032939037,Success,CID813983,Prime Plus,Rajajinagar,Nagarbhavi,112,135,,,No,,497,Cash,19,4.4,3.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-08 19:48:00,19:48:00,CNR6120210751,Canceled by Driver,CID841409,Prime Plus,Cox Town,Magadi Road,,,,Customer was coughing/sick,,,175,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-28 03:50:00,03:50:00,CNR6013187448,Canceled by Driver,CID271997,Prime SUV,HSR Layout,BTM Layout,,,,More than permitted people in there,,,429,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-18 15:15:00,15:15:00,CNR6977843259,Driver Not Found,CID468910,Auto,Jayanagar,Koramangala,,,,,,,600,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-19 11:41:00,11:41:00,CNR6690436758,Canceled by Customer,CID253765,Auto,Kengeri,Frazer Town,,,Driver is not moving towards pickup location,,,,608,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-27 01:38:00,01:38:00,CNR7799250991,Success,CID347962,Bike,Marathahalli,Whitefield,140,85,,,Yes,Other Issue,180,UPI,45,3.2,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-05 16:51:00,16:51:00,CNR3119664492,Success,CID550237,Auto,Kadugodi,Koramangala,308,135,,,No,,394,Cash,2,4,3.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-12 09:49:00,09:49:00,CNR1410338097,Success,CID994263,Prime Plus,Bannerghatta Road,Yelahanka,196,140,,,Yes,Vehicle Breakdown,117,UPI,3,4.1,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-29 03:12:00,03:12:00,CNR3472705541,Success,CID585582,Bike,Richmond Town,Banashankari,301,105,,,No,,309,UPI,4,4.8,4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-16 19:26:00,19:26:00,CNR5851166059,Success,CID415433,Prime SUV,Devanahalli,JP Nagar,245,80,,,No,,170,UPI,39,3.9,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-26 16:50:00,16:50:00,CNR4401366503,Success,CID304853,Mini,Chickpet,Tumkur Road,154,115,,,No,,113,Cash,8,4.6,4.1,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-30 15:26:00,15:26:00,CNR4812104298,Success,CID954653,Bike,MG Road,Kammanahalli,287,120,,,No,,450,UPI,39,3.5,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-26 19:53:00,19:53:00,CNR7479922150,Success,CID690119,eBike,Banashankari,Shivajinagar,238,35,,,No,,140,Credit Card,31,3.1,3.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-24 17:53:00,17:53:00,CNR9273603684,Driver Not Found,CID891807,Prime Sedan,Ramamurthy Nagar,Kammanahalli,,,,,,,694,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-20 20:02:00,20:02:00,CNR3675489432,Success,CID144745,eBike,Kadugodi,Yelahanka,168,100,,,No,,1688,UPI,14,5,4.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-26 18:30:00,18:30:00,CNR2330086810,Success,CID416152,Prime SUV,Devanahalli,Whitefield,105,115,,,No,,442,UPI,25,3.8,3.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-20 23:58:00,23:58:00,CNR3956406227,Driver Not Found,CID173772,Mini,Kengeri,Indiranagar,,,,,,,192,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-13 20:55:00,20:55:00,CNR3782734295,Success,CID759904,eBike,Kengeri,Koramangala,231,80,,,No,,210,Cash,6,4.7,4.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 20:53:00,20:53:00,CNR7476238168,Success,CID963813,Bike,Ramamurthy Nagar,Ulsoor,161,75,,,No,,848,Cash,38,4.5,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-04 04:52:00,04:52:00,CNR9932896183,Canceled by Driver,CID405816,eBike,Hosur Road,Ulsoor,,,,More than permitted people in there,,,433,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-02 14:05:00,14:05:00,CNR5328522960,Canceled by Driver,CID186764,Bike,Electronic City,Marathahalli,,,,Customer was coughing/sick,,,298,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-17 02:26:00,02:26:00,CNR6651844327,Success,CID863119,Prime SUV,Chickpet,Bellandur,42,105,,,No,,109,UPI,6,4.3,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-08 06:15:00,06:15:00,CNR4205256078,Success,CID662465,eBike,Sahakar Nagar,Yeshwanthpur,49,30,,,No,,410,UPI,22,3.3,3.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-20 15:36:00,15:36:00,CNR2848681306,Canceled by Driver,CID507565,Prime SUV,Padmanabhanagar,Kadugodi,,,,Customer was coughing/sick,,,547,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-22 20:31:00,20:31:00,CNR9580560841,Canceled by Driver,CID357944,Prime Sedan,Bannerghatta Road,MG Road,,,,Customer related issue,,,169,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-01 18:46:00,18:46:00,CNR2406472785,Canceled by Customer,CID285173,Mini,Kammanahalli,Electronic City,,,Change of plans,,,,481,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-17 18:53:00,18:53:00,CNR3294185787,Success,CID178258,Bike,Varthur,Kengeri,196,65,,,No,,1088,UPI,26,3.9,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-20 05:15:00,05:15:00,CNR9656284794,Success,CID265613,Auto,Kengeri,Varthur,77,60,,,No,,381,UPI,8,4,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 22:40:00,22:40:00,CNR3947814050,Canceled by Driver,CID179213,Prime Sedan,Shantinagar,RT Nagar,,,,Customer related issue,,,878,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-12 21:27:00,21:27:00,CNR4192886610,Success,CID303622,Prime SUV,JP Nagar,MG Road,140,85,,,No,,217,UPI,30,4.1,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-15 23:56:00,23:56:00,CNR3909945066,Success,CID831882,Mini,Malleshwaram,Jayanagar,56,130,,,No,,196,UPI,8,4.5,3.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-27 22:16:00,22:16:00,CNR8213135880,Canceled by Driver,CID470328,Prime Plus,Majestic,Malleshwaram,,,,Customer related issue,,,1085,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-03 20:47:00,20:47:00,CNR3871036513,Canceled by Driver,CID512920,eBike,Ulsoor,Tumkur Road,,,,Customer related issue,,,554,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-29 15:48:00,15:48:00,CNR1751803728,Success,CID772014,eBike,Mysore Road,Kadugodi,147,85,,,No,,472,Cash,25,3.5,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 05:40:00,05:40:00,CNR7160664419,Driver Not Found,CID515907,Prime Sedan,JP Nagar,Electronic City,,,,,,,182,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-23 22:51:00,22:51:00,CNR6988336476,Success,CID192039,Prime Plus,Magadi Road,Kammanahalli,49,110,,,Yes,Customer Demand,994,Cash,28,3.1,4.1,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-13 12:24:00,12:24:00,CNR5310975294,Canceled by Driver,CID788558,Prime Plus,Rajajinagar,JP Nagar,,,,Customer was coughing/sick,,,410,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-16 14:58:00,14:58:00,CNR3206537329,Canceled by Customer,CID275040,Bike,Kammanahalli,Kammanahalli,,,Wrong Address,,,,251,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-20 11:55:00,11:55:00,CNR7178182751,Success,CID112616,Auto,Kengeri,Majestic,259,115,,,No,,1850,Cash,17,4.1,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-06 08:52:00,08:52:00,CNR4895864531,Success,CID960407,Prime Plus,Varthur,KR Puram,161,125,,,No,,2405,UPI,28,3.3,4.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-03 05:40:00,05:40:00,CNR1602223940,Success,CID573395,Auto,Mysore Road,Mysore Road,266,70,,,No,,2525,Cash,4,3,3.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-25 03:25:00,03:25:00,CNR8870383965,Success,CID124294,Prime Plus,BTM Layout,Magadi Road,196,40,,,No,,974,Cash,13,3.9,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-25 01:52:00,01:52:00,CNR5028219061,Success,CID964729,Auto,Bannerghatta Road,Ulsoor,294,70,,,No,,392,Cash,15,3.9,4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-07 10:19:00,10:19:00,CNR1729643585,Success,CID430770,Prime SUV,Bellandur,Electronic City,133,40,,,No,,282,Cash,38,3.3,4.9,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-24 19:13:00,19:13:00,CNR1276426933,Success,CID462900,Prime Plus,Whitefield,Marathahalli,140,105,,,No,,575,Cash,9,4.2,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-04 15:38:00,15:38:00,CNR1210866417,Success,CID809320,Prime Sedan,Richmond Town,Chamarajpet,217,110,,,No,,419,UPI,22,3.2,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-15 05:08:00,05:08:00,CNR1881005173,Success,CID988497,Mini,Marathahalli,Cox Town,238,125,,,No,,355,Cash,28,4.7,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 09:25:00,09:25:00,CNR4016586814,Success,CID101867,Mini,Banashankari,KR Puram,217,35,,,No,,2679,UPI,45,3.8,4.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-18 14:34:00,14:34:00,CNR5407149542,Success,CID239391,Mini,MG Road,Yeshwanthpur,77,50,,,No,,683,UPI,23,4.6,3.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 01:08:00,01:08:00,CNR3147870679,Canceled by Driver,CID301147,eBike,MG Road,Malleshwaram,,,,More than permitted people in there,,,467,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-04 01:55:00,01:55:00,CNR4955121337,Canceled by Customer,CID766594,Prime SUV,Peenya,Kammanahalli,,,Driver is not moving towards pickup location,,,,465,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-13 04:26:00,04:26:00,CNR3675807448,Canceled by Driver,CID164883,Prime Plus,Chamarajpet,Whitefield,,,,More than permitted people in there,,,121,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-28 08:08:00,08:08:00,CNR8796987502,Success,CID589352,Bike,JP Nagar,Chickpet,112,50,,,No,,254,UPI,13,3.7,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-28 19:15:00,19:15:00,CNR4272590560,Success,CID228225,Mini,Varthur,Indiranagar,161,135,,,No,,142,UPI,14,3.8,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-02 07:49:00,07:49:00,CNR6091016952,Success,CID457867,Bike,Koramangala,Marathahalli,231,25,,,No,,254,Cash,3,4.9,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-24 00:32:00,00:32:00,CNR5589410061,Driver Not Found,CID418816,Mini,Kengeri,Bannerghatta Road,,,,,,,124,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-17 15:28:00,15:28:00,CNR2477523636,Success,CID474480,eBike,KR Puram,Rajarajeshwari Nagar,301,70,,,No,,1428,Cash,36,3.4,4.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-29 05:39:00,05:39:00,CNR1943543836,Canceled by Driver,CID244139,Prime Sedan,Shantinagar,Chickpet,,,,More than permitted people in there,,,763,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-18 09:27:00,09:27:00,CNR7980861170,Success,CID808862,Mini,Rajajinagar,Hulimavu,189,45,,,No,,193,Cash,10,3.9,3.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-25 14:02:00,14:02:00,CNR7472189126,Driver Not Found,CID920681,Prime Sedan,Bellandur,Rajarajeshwari Nagar,,,,,,,423,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-18 00:11:00,00:11:00,CNR4168570286,Success,CID967803,Prime Plus,Yelahanka,Rajajinagar,84,90,,,No,,772,UPI,14,4.3,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-13 22:22:00,22:22:00,CNR7392005729,Success,CID726440,Prime Plus,Whitefield,Cox Town,196,110,,,No,,517,UPI,28,3.8,4.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-16 08:23:00,08:23:00,CNR4764878289,Canceled by Driver,CID273425,Mini,Chickpet,Whitefield,,,,Personal & Car related issue,,,562,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-06 20:57:00,20:57:00,CNR3767194763,Canceled by Driver,CID787328,Mini,KR Puram,Frazer Town,,,,Customer related issue,,,462,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 21:05:00,21:05:00,CNR1436147904,Canceled by Customer,CID548084,Mini,Shivajinagar,Kammanahalli,,,Driver asked to cancel,,,,498,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-21 17:51:00,17:51:00,CNR9156758009,Success,CID666392,Prime Sedan,HSR Layout,Vijayanagar,231,80,,,No,,115,Cash,34,4.4,4.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-18 02:09:00,02:09:00,CNR2069122696,Success,CID721870,Bike,Marathahalli,Devanahalli,182,35,,,No,,450,Cash,38,4.4,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-08 00:49:00,00:49:00,CNR9710897380,Canceled by Driver,CID121741,Prime Sedan,Padmanabhanagar,Devanahalli,,,,More than permitted people in there,,,146,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-05 11:27:00,11:27:00,CNR5200666535,Success,CID838202,eBike,Jayanagar,Ulsoor,105,25,,,No,,397,Cash,15,3.9,3.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-30 04:20:00,04:20:00,CNR6618207004,Success,CID845134,Bike,Chickpet,Majestic,273,90,,,No,,258,Cash,41,4.7,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-24 01:09:00,01:09:00,CNR4829417506,Success,CID170217,Bike,Cox Town,Shivajinagar,84,125,,,No,,303,UPI,36,4.2,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-07 12:48:00,12:48:00,CNR7826889528,Success,CID201118,Bike,Bellandur,Tumkur Road,238,80,,,Yes,Customer Demand,420,UPI,3,4.7,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-14 09:23:00,09:23:00,CNR5188438652,Success,CID455823,Prime SUV,Banashankari,Varthur,119,35,,,No,,946,Cash,26,3.8,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-21 16:37:00,16:37:00,CNR4393730951,Canceled by Driver,CID716926,Bike,Majestic,RT Nagar,,,,Personal & Car related issue,,,478,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-15 14:02:00,14:02:00,CNR6450376866,Success,CID607907,Bike,Basavanagudi,RT Nagar,63,135,,,No,,426,Cash,28,4.7,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-22 16:30:00,16:30:00,CNR9563147267,Canceled by Driver,CID876375,Prime Plus,Sahakar Nagar,Devanahalli,,,,More than permitted people in there,,,2376,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-10 07:12:00,07:12:00,CNR3232377584,Success,CID512865,Mini,Padmanabhanagar,Marathahalli,273,40,,,No,,480,UPI,39,3.9,3.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-26 18:56:00,18:56:00,CNR4447283649,Success,CID541152,Bike,Frazer Town,Ramamurthy Nagar,238,40,,,No,,419,Cash,34,4.9,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-18 17:34:00,17:34:00,CNR7686466284,Success,CID721984,Prime Sedan,Hosur Road,Banashankari,273,125,,,No,,443,UPI,40,4.3,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-21 22:03:00,22:03:00,CNR5430497924,Success,CID513737,Mini,Cox Town,Vijayanagar,259,95,,,No,,440,Cash,18,4.4,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-05 15:22:00,15:22:00,CNR2730214838,Canceled by Customer,CID728065,Mini,Ulsoor,Electronic City,,,Wrong Address,,,,209,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-02 20:26:00,20:26:00,CNR3164827972,Success,CID416741,Prime Sedan,Devanahalli,Varthur,77,40,,,No,,992,Cash,44,4.1,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-17 10:57:00,10:57:00,CNR6001829434,Driver Not Found,CID464289,Prime Sedan,HSR Layout,KR Puram,,,,,,,273,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-02 02:07:00,02:07:00,CNR3840223920,Success,CID406893,Prime Plus,Mysore Road,Kammanahalli,217,35,,,No,,743,UPI,5,3,3.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-05 17:28:00,17:28:00,CNR6805041713,Canceled by Driver,CID652164,Prime Sedan,KR Puram,KR Puram,,,,Personal & Car related issue,,,258,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-10 13:49:00,13:49:00,CNR8564919280,Driver Not Found,CID251052,Prime SUV,BTM Layout,Ramamurthy Nagar,,,,,,,547,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-24 16:45:00,16:45:00,CNR2360095944,Success,CID743473,eBike,Kadugodi,Banashankari,126,135,,,No,,276,Cash,38,4.6,5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 03:51:00,03:51:00,CNR1355360033,Success,CID663478,Bike,RT Nagar,Yeshwanthpur,133,70,,,No,,173,Cash,42,3.1,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-17 01:51:00,01:51:00,CNR9067376417,Canceled by Customer,CID378513,Bike,Bellandur,Sarjapur Road,,,AC is Not working,,,,163,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-26 06:35:00,06:35:00,CNR2750767603,Success,CID160481,eBike,Hulimavu,Majestic,119,105,,,No,,124,UPI,8,4.9,3.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-09 08:49:00,08:49:00,CNR5697661504,Success,CID487687,Bike,Bellandur,Marathahalli,126,55,,,No,,211,Cash,48,3,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-10 05:00:00,05:00:00,CNR4130458417,Success,CID783918,Bike,Langford Town,Shivajinagar,231,105,,,No,,279,Cash,31,3.2,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-06 13:46:00,13:46:00,CNR3833723678,Success,CID797466,Prime Plus,HSR Layout,Devanahalli,308,60,,,Yes,Other Issue,894,Cash,10,4.1,3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-12 23:14:00,23:14:00,CNR2625048382,Canceled by Driver,CID654013,Auto,Ramamurthy Nagar,Koramangala,,,,Customer related issue,,,127,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-05 02:10:00,02:10:00,CNR9680157224,Canceled by Driver,CID518640,Bike,Bannerghatta Road,KR Puram,,,,Customer was coughing/sick,,,226,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-29 09:39:00,09:39:00,CNR3474071886,Success,CID420324,Bike,Shivajinagar,Kadugodi,259,65,,,No,,158,UPI,7,4.2,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-26 06:46:00,06:46:00,CNR5802617303,Success,CID578534,eBike,Mysore Road,Ramamurthy Nagar,224,60,,,No,,474,Cash,24,4,4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-20 05:34:00,05:34:00,CNR5571958639,Canceled by Driver,CID221035,Auto,Rajarajeshwari Nagar,Chickpet,,,,Personal & Car related issue,,,330,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-24 05:58:00,05:58:00,CNR5571493547,Success,CID206361,Mini,Bannerghatta Road,Tumkur Road,266,95,,,No,,355,Cash,26,4.6,4.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-12 06:55:00,06:55:00,CNR9970627647,Success,CID838825,Prime SUV,Tumkur Road,Magadi Road,161,85,,,No,,334,Cash,3,4.8,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-26 06:41:00,06:41:00,CNR9743994598,Success,CID229562,Bike,Frazer Town,Varthur,133,45,,,No,,388,UPI,49,3.4,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-25 22:09:00,22:09:00,CNR6447699800,Success,CID743165,Auto,Sahakar Nagar,Chickpet,63,30,,,No,,453,UPI,2,4.5,4.4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-25 03:51:00,03:51:00,CNR4536112396,Success,CID623237,Auto,Padmanabhanagar,Varthur,98,90,,,No,,356,UPI,4,3.7,3.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-25 15:22:00,15:22:00,CNR2982210988,Success,CID170360,Auto,Frazer Town,MG Road,49,110,,,No,,421,Cash,10,3.4,4.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-29 11:48:00,11:48:00,CNR1640086618,Success,CID712257,Mini,Kadugodi,Nagarbhavi,196,135,,,No,,695,Cash,15,3,4.5,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 05:59:00,05:59:00,CNR3685375702,Success,CID157777,Prime Sedan,Cox Town,Yelahanka,70,75,,,No,,2266,UPI,49,3.2,4.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-08 12:24:00,12:24:00,CNR2921108233,Success,CID135437,Mini,Padmanabhanagar,Devanahalli,182,95,,,No,,763,UPI,18,3.5,3.1,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-14 04:34:00,04:34:00,CNR2953896911,Success,CID194862,Mini,Yeshwanthpur,Basavanagudi,175,90,,,No,,134,UPI,7,4.4,3.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-13 14:34:00,14:34:00,CNR9209323896,Success,CID427943,Prime Sedan,Hulimavu,Kadugodi,105,90,,,Yes,Other Issue,467,Credit Card,15,4.9,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-28 15:04:00,15:04:00,CNR6731408384,Success,CID996341,Prime Sedan,Hennur,Bellandur,63,60,,,No,,387,UPI,18,3.6,4.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 03:33:00,03:33:00,CNR9246456516,Driver Not Found,CID183764,Prime Sedan,Chickpet,Whitefield,,,,,,,525,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-30 16:49:00,16:49:00,CNR2684160778,Canceled by Driver,CID325597,eBike,HSR Layout,Basavanagudi,,,,Personal & Car related issue,,,129,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-08 11:09:00,11:09:00,CNR3469231794,Success,CID178289,Bike,Malleshwaram,Bellandur,259,45,,,No,,637,Cash,24,3.2,5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-22 12:44:00,12:44:00,CNR4666016966,Canceled by Customer,CID229542,Mini,Magadi Road,RT Nagar,,,AC is Not working,,,,1422,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-10 13:14:00,13:14:00,CNR8555835555,Canceled by Driver,CID873570,eBike,Nagarbhavi,Basavanagudi,,,,Customer related issue,,,486,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-04 12:50:00,12:50:00,CNR1737522330,Driver Not Found,CID927973,Mini,Rajajinagar,Chamarajpet,,,,,,,229,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 03:28:00,03:28:00,CNR6274504382,Canceled by Customer,CID183953,Bike,Peenya,Vijayanagar,,,Change of plans,,,,368,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-28 02:54:00,02:54:00,CNR5858996696,Success,CID220865,Prime Sedan,Chamarajpet,Marathahalli,308,110,,,No,,219,Cash,23,3.4,3.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 15:18:00,15:18:00,CNR5887882994,Success,CID862758,Auto,Sarjapur Road,Malleshwaram,49,65,,,No,,2752,UPI,11,3.5,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-08 15:24:00,15:24:00,CNR6871344790,Success,CID820483,Mini,Basavanagudi,Banashankari,126,50,,,No,,475,UPI,39,5,3.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-01 02:56:00,02:56:00,CNR4483059400,Success,CID291124,Mini,KR Puram,RT Nagar,238,55,,,No,,114,Cash,49,3.2,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-19 00:58:00,00:58:00,CNR8786451788,Success,CID555544,Auto,Yelahanka,Rajajinagar,266,30,,,No,,124,Cash,12,4.9,3.8,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-18 17:17:00,17:17:00,CNR5314813853,Success,CID892568,Prime Sedan,Hennur,Yeshwanthpur,287,125,,,No,,864,UPI,26,3.5,3.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
